timestamp,temp_s1,temp_s2,temp_s3,temp_s4,temp_s5,temp_s6,temp_s7,temp_s8,temp_s9,temp_s10,temp_s11,temp_s12,temp_s13,temp_s14,temp_s15,rh_s1,rh_s2,rh_s3,rh_s4,rh_s5,rh_s6,rh_s7,rh_s8,rh_s9,rh_s10,rh_s11,rh_s12,rh_s13,rh_s14,rh_s15,co2_s1,co2_s2,co2_s3,co2_s4,co2_s5,co2_s6,co2_s7,co2_s8,co2_s9,co2_s10,co2_s11,co2_s12,co2_s13,co2_s14,co2_s15,pm25_s1,pm25_s2,pm25_s3,pm25_s4,pm25_s5,pm25_s6,pm25_s7,pm25_s8,pm25_s9,pm25_s10,pm25_s11,pm25_s12,pm25_s13,pm25_s14,pm25_s15,air1_device_id_s1,air1_device_id_s2,air1_device_id_s3,air1_device_id_s4,air1_device_id_s5,air1_device_id_s6,air1_device_id_s7,air1_device_id_s8,air1_device_id_s9,air1_device_id_s10,air1_device_id_s11,air1_device_id_s12,air1_device_id_s13,air1_device_id_s14,air1_device_id_s15,air1_source_timestamp_s1,air1_source_timestamp_s2,air1_source_timestamp_s3,air1_source_timestamp_s4,air1_source_timestamp_s5,air1_source_timestamp_s6,air1_source_timestamp_s7,air1_source_timestamp_s8,air1_source_timestamp_s9,air1_source_timestamp_s10,air1_source_timestamp_s11,air1_source_timestamp_s12,air1_source_timestamp_s13,air1_source_timestamp_s14,air1_source_timestamp_s15,air1_age_seconds_s1,air1_age_seconds_s2,air1_age_seconds_s3,air1_age_seconds_s4,air1_age_seconds_s5,air1_age_seconds_s6,air1_age_seconds_s7,air1_age_seconds_s8,air1_age_seconds_s9,air1_age_seconds_s10,air1_age_seconds_s11,air1_age_seconds_s12,air1_age_seconds_s13,air1_age_seconds_s14,air1_age_seconds_s15,air1_is_fresh_s1,air1_is_fresh_s2,air1_is_fresh_s3,air1_is_fresh_s4,air1_is_fresh_s5,air1_is_fresh_s6,air1_is_fresh_s7,air1_is_fresh_s8,air1_is_fresh_s9,air1_is_fresh_s10,air1_is_fresh_s11,air1_is_fresh_s12,air1_is_fresh_s13,air1_is_fresh_s14,air1_is_fresh_s15,air1_raw_json_s1,air1_raw_json_s2,air1_raw_json_s3,air1_raw_json_s4,air1_raw_json_s5,air1_raw_json_s6,air1_raw_json_s7,air1_raw_json_s8,air1_raw_json_s9,air1_raw_json_s10,air1_raw_json_s11,air1_raw_json_s12,air1_raw_json_s13,air1_raw_json_s14,air1_raw_json_s15,sen55_01_source_timestamp,sen55_01_age_seconds,sen55_01_is_fresh,sen55_01_sensor_id,sen55_01_location,sen55_01_room,sen55_01_pm1_0,sen55_01_pm2_5,sen55_01_pm4_0,sen55_01_pm10_0,sen55_01_temperature,sen55_01_humidity,sen55_01_voc,sen55_01_nox,sen55_01_raw_json,sen55_02_source_timestamp,sen55_02_age_seconds,sen55_02_is_fresh,sen55_02_sensor_id,sen55_02_location,sen55_02_room,sen55_02_pm1_0,sen55_02_pm2_5,sen55_02_pm4_0,sen55_02_pm10_0,sen55_02_temperature,sen55_02_humidity,sen55_02_voc,sen55_02_nox,sen55_02_raw_json,rtsp_people_cam1_count,rtsp_people_cam2_count,rtsp_people_total_count,rtsp_people_source_timestamp,rtsp_people_age_seconds,rtsp_people_is_fresh
2026-08-23 13:47:40,30.615,28.5,,,,,,,,,,28.825,28.88,29.425,,58.09,66.5,,,,,,,,,,63.85,64.16,63.09,,232,186,,,,,,,,,,316,381,388,,15,0,,,,,,,,,,17.8,16.9,17.2,,88e4c8,88e590,89e8d8,889720,87f510,2da640,89ea14,889b88,889938,88e85c,89e548,88970c,2deb24,89e5f0,cc8f24,2026-08-23 13:47:30,2026-08-23 13:47:40,2026-08-23 09:47:20,2026-08-12 15:14:30,2026-08-12 16:11:20,2026-08-12 16:21:40,2026-08-12 15:39:20,2026-08-12 16:21:40,2026-08-12 16:21:40,2026-08-12 16:21:40,2026-08-12 16:21:40,2026-08-23 13:47:40,2026-08-23 13:47:40,2026-08-23 13:47:40,2026-08-23 13:43:50,10,0,14420,945190,941780,941160,943700,941160,941160,941160,941160,0,0,0,230,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"{""b"":1,""brightness"":1,""co2"":232,""g"":1,""humidity"":58.09,""nox"":2,""pm_10_0"":15,""pm_1_0"":14.3,""pm_2_5"":15,""pm_4_0"":15,""pressure"":1000.054,""r"":1,""state"":false,""temperature"":30.615,""timestamp"":""2026-08-23T05:47:30.000Z"",""voc"":26,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":186,""g"":1,""humidity"":66.5,""nox"":2,""pm_10_0"":0,""pm_1_0"":0,""pm_2_5"":0,""pm_4_0"":0,""pressure"":1000.145,""r"":1,""state"":false,""temperature"":28.5,""timestamp"":""2026-08-23T05:47:40.000Z"",""voc"":24,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":239,""g"":1,""humidity"":66.03,""nox"":2,""pm_10_0"":16.7,""pm_1_0"":15.9,""pm_2_5"":16.7,""pm_4_0"":16.7,""pressure"":1001.432,""r"":1,""state"":false,""temperature"":28.225,""timestamp"":""2026-08-23T01:47:20.000Z"",""voc"":35,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":1124,""g"":1,""humidity"":51.73,""nox"":1,""pm_10_0"":68.7,""pm_1_0"":35.9,""pm_2_5"":51.4,""pm_4_0"":63.2,""pressure"":997.5923,""r"":1,""state"":false,""temperature"":22.395,""timestamp"":""2026-08-12T07:14:30.000Z"",""voc"":364,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1344,""g"":1,""humidity"":53.9,""nox"":1,""pm_10_0"":143.9,""pm_1_0"":60.5,""pm_2_5"":99.5,""pm_4_0"":129.9,""pressure"":997.4856,""r"":1,""state"":false,""temperature"":23.235,""timestamp"":""2026-08-12T08:11:20.000Z"",""voc"":363,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1829,""g"":1,""humidity"":53.06,""nox"":1,""pm_10_0"":195.9,""pm_1_0"":80.1,""pm_2_5"":133.7,""pm_4_0"":176.2,""pressure"":997.5946,""r"":1,""state"":false,""temperature"":24.07,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":378,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1268,""g"":1,""humidity"":54.62,""nox"":1,""pm_10_0"":96.2,""pm_1_0"":47.5,""pm_2_5"":70.3,""pm_4_0"":88,""pressure"":997.4149,""r"":1,""state"":false,""temperature"":22.46,""timestamp"":""2026-08-12T07:39:20.000Z"",""voc"":382,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1862,""g"":1,""humidity"":51.28,""nox"":1,""pm_10_0"":166.1,""pm_1_0"":82.5,""pm_2_5"":122.2,""pm_4_0"":152.3,""pressure"":997.4936,""r"":1,""state"":false,""temperature"":24.33,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":367,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1803,""g"":1,""humidity"":50.46,""nox"":1,""pm_10_0"":169.8,""pm_1_0"":81.8,""pm_2_5"":123.4,""pm_4_0"":155.2,""pressure"":997.5073,""r"":1,""state"":false,""temperature"":24.515,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":366,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1808,""g"":1,""humidity"":53.51,""nox"":1,""pm_10_0"":176.6,""pm_1_0"":89.1,""pm_2_5"":130.3,""pm_4_0"":161.9,""pressure"":997.4864,""r"":1,""state"":false,""temperature"":24.08,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":412,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1771,""g"":1,""humidity"":51.97,""nox"":1,""pm_10_0"":173.5,""pm_1_0"":82.6,""pm_2_5"":125.2,""pm_4_0"":158.2,""pressure"":997.3633,""r"":1,""state"":false,""temperature"":24.375,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":405,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":316,""g"":1,""humidity"":63.85,""nox"":2,""pm_10_0"":17.8,""pm_1_0"":17,""pm_2_5"":17.8,""pm_4_0"":17.8,""pressure"":1000.199,""r"":1,""state"":false,""temperature"":28.825,""timestamp"":""2026-08-23T05:47:40.000Z"",""voc"":26,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":381,""g"":1,""humidity"":64.16,""nox"":2,""pm_10_0"":16.9,""pm_1_0"":16.1,""pm_2_5"":16.9,""pm_4_0"":16.9,""pressure"":1000.153,""r"":1,""state"":false,""temperature"":28.88,""timestamp"":""2026-08-23T05:47:40.000Z"",""voc"":25,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":388,""g"":1,""humidity"":63.09,""nox"":1,""pm_10_0"":17.2,""pm_1_0"":16.4,""pm_2_5"":17.2,""pm_4_0"":17.2,""pressure"":1000.05,""r"":1,""state"":false,""temperature"":29.425,""timestamp"":""2026-08-23T05:47:40.000Z"",""voc"":23,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":277,""g"":1,""humidity"":64.23,""nox"":1,""pm_10_0"":17,""pm_1_0"":16.2,""pm_2_5"":17,""pm_4_0"":17,""pressure"":1000.505,""r"":1,""state"":false,""temperature"":28.665,""timestamp"":""2026-08-23T05:43:50.000Z"",""voc"":25,""voc_quality"":""Improved""}",,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
2026-08-23 13:47:50,30.615,28.5,,,,,,,,,,28.825,28.88,29.425,,58.09,66.48,,,,,,,,,,63.84,64.14,63.08,,232,186,,,,,,,,,,316,381,388,,14.7,0,,,,,,,,,,17.5,16.9,17.3,,88e4c8,88e590,89e8d8,889720,87f510,2da640,89ea14,889b88,889938,88e85c,89e548,88970c,2deb24,89e5f0,cc8f24,2026-08-23 13:47:40,2026-08-23 13:47:50,2026-08-23 09:47:20,2026-08-12 15:14:30,2026-08-12 16:11:20,2026-08-12 16:21:40,2026-08-12 15:39:20,2026-08-12 16:21:40,2026-08-12 16:21:40,2026-08-12 16:21:40,2026-08-12 16:21:40,2026-08-23 13:47:50,2026-08-23 13:47:50,2026-08-23 13:47:50,2026-08-23 13:43:50,10,0,14430,945200,941790,941170,943710,941170,941170,941170,941170,0,0,0,240,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"{""b"":1,""brightness"":1,""co2"":232,""g"":1,""humidity"":58.09,""nox"":2,""pm_10_0"":14.7,""pm_1_0"":14,""pm_2_5"":14.7,""pm_4_0"":14.7,""pressure"":1000.054,""r"":1,""state"":false,""temperature"":30.615,""timestamp"":""2026-08-23T05:47:40.000Z"",""voc"":26,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":186,""g"":1,""humidity"":66.48,""nox"":2,""pm_10_0"":0,""pm_1_0"":0,""pm_2_5"":0,""pm_4_0"":0,""pressure"":1000.145,""r"":1,""state"":false,""temperature"":28.5,""timestamp"":""2026-08-23T05:47:50.000Z"",""voc"":24,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":239,""g"":1,""humidity"":66.03,""nox"":2,""pm_10_0"":16.7,""pm_1_0"":15.9,""pm_2_5"":16.7,""pm_4_0"":16.7,""pressure"":1001.432,""r"":1,""state"":false,""temperature"":28.225,""timestamp"":""2026-08-23T01:47:20.000Z"",""voc"":35,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":1124,""g"":1,""humidity"":51.73,""nox"":1,""pm_10_0"":68.7,""pm_1_0"":35.9,""pm_2_5"":51.4,""pm_4_0"":63.2,""pressure"":997.5923,""r"":1,""state"":false,""temperature"":22.395,""timestamp"":""2026-08-12T07:14:30.000Z"",""voc"":364,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1344,""g"":1,""humidity"":53.9,""nox"":1,""pm_10_0"":143.9,""pm_1_0"":60.5,""pm_2_5"":99.5,""pm_4_0"":129.9,""pressure"":997.4856,""r"":1,""state"":false,""temperature"":23.235,""timestamp"":""2026-08-12T08:11:20.000Z"",""voc"":363,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1829,""g"":1,""humidity"":53.06,""nox"":1,""pm_10_0"":195.9,""pm_1_0"":80.1,""pm_2_5"":133.7,""pm_4_0"":176.2,""pressure"":997.5946,""r"":1,""state"":false,""temperature"":24.07,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":378,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1268,""g"":1,""humidity"":54.62,""nox"":1,""pm_10_0"":96.2,""pm_1_0"":47.5,""pm_2_5"":70.3,""pm_4_0"":88,""pressure"":997.4149,""r"":1,""state"":false,""temperature"":22.46,""timestamp"":""2026-08-12T07:39:20.000Z"",""voc"":382,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1862,""g"":1,""humidity"":51.28,""nox"":1,""pm_10_0"":166.1,""pm_1_0"":82.5,""pm_2_5"":122.2,""pm_4_0"":152.3,""pressure"":997.4936,""r"":1,""state"":false,""temperature"":24.33,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":367,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1803,""g"":1,""humidity"":50.46,""nox"":1,""pm_10_0"":169.8,""pm_1_0"":81.8,""pm_2_5"":123.4,""pm_4_0"":155.2,""pressure"":997.5073,""r"":1,""state"":false,""temperature"":24.515,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":366,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1808,""g"":1,""humidity"":53.51,""nox"":1,""pm_10_0"":176.6,""pm_1_0"":89.1,""pm_2_5"":130.3,""pm_4_0"":161.9,""pressure"":997.4864,""r"":1,""state"":false,""temperature"":24.08,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":412,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1771,""g"":1,""humidity"":51.97,""nox"":1,""pm_10_0"":173.5,""pm_1_0"":82.6,""pm_2_5"":125.2,""pm_4_0"":158.2,""pressure"":997.3633,""r"":1,""state"":false,""temperature"":24.375,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":405,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":316,""g"":1,""humidity"":63.84,""nox"":2,""pm_10_0"":17.5,""pm_1_0"":16.7,""pm_2_5"":17.5,""pm_4_0"":17.5,""pressure"":1000.199,""r"":1,""state"":false,""temperature"":28.825,""timestamp"":""2026-08-23T05:47:50.000Z"",""voc"":26,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":381,""g"":1,""humidity"":64.14,""nox"":2,""pm_10_0"":16.9,""pm_1_0"":16.1,""pm_2_5"":16.9,""pm_4_0"":16.9,""pressure"":1000.153,""r"":1,""state"":false,""temperature"":28.88,""timestamp"":""2026-08-23T05:47:50.000Z"",""voc"":25,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":388,""g"":1,""humidity"":63.08,""nox"":1,""pm_10_0"":17.3,""pm_1_0"":16.4,""pm_2_5"":17.3,""pm_4_0"":17.3,""pressure"":1000.05,""r"":1,""state"":false,""temperature"":29.425,""timestamp"":""2026-08-23T05:47:50.000Z"",""voc"":23,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":277,""g"":1,""humidity"":64.23,""nox"":1,""pm_10_0"":17,""pm_1_0"":16.2,""pm_2_5"":17,""pm_4_0"":17,""pressure"":1000.505,""r"":1,""state"":false,""temperature"":28.665,""timestamp"":""2026-08-23T05:43:50.000Z"",""voc"":25,""voc_quality"":""Improved""}",,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,2026-08-23 13:47:51,0,1
2026-08-23 13:48:00,30.615,28.5,,,,,,,,,,28.825,28.88,29.425,,58.11,66.48,,,,,,,,,,63.84,64.14,63.08,,234,186,,,,,,,,,,316,381,388,,14.2,0,,,,,,,,,,17.5,16.9,17.3,,88e4c8,88e590,89e8d8,889720,87f510,2da640,89ea14,889b88,889938,88e85c,89e548,88970c,2deb24,89e5f0,cc8f24,2026-08-23 13:47:50,2026-08-23 13:47:50,2026-08-23 09:47:20,2026-08-12 15:14:30,2026-08-12 16:11:20,2026-08-12 16:21:40,2026-08-12 15:39:20,2026-08-12 16:21:40,2026-08-12 16:21:40,2026-08-12 16:21:40,2026-08-12 16:21:40,2026-08-23 13:47:50,2026-08-23 13:47:50,2026-08-23 13:47:50,2026-08-23 13:43:50,10,10,14440,945210,941800,941180,943720,941180,941180,941180,941180,10,10,10,250,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"{""b"":1,""brightness"":1,""co2"":234,""g"":1,""humidity"":58.11,""nox"":2,""pm_10_0"":14.2,""pm_1_0"":13.5,""pm_2_5"":14.2,""pm_4_0"":14.2,""pressure"":1000.024,""r"":1,""state"":false,""temperature"":30.615,""timestamp"":""2026-08-23T05:47:50.000Z"",""voc"":26,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":186,""g"":1,""humidity"":66.48,""nox"":2,""pm_10_0"":0,""pm_1_0"":0,""pm_2_5"":0,""pm_4_0"":0,""pressure"":1000.145,""r"":1,""state"":false,""temperature"":28.5,""timestamp"":""2026-08-23T05:47:50.000Z"",""voc"":24,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":239,""g"":1,""humidity"":66.03,""nox"":2,""pm_10_0"":16.7,""pm_1_0"":15.9,""pm_2_5"":16.7,""pm_4_0"":16.7,""pressure"":1001.432,""r"":1,""state"":false,""temperature"":28.225,""timestamp"":""2026-08-23T01:47:20.000Z"",""voc"":35,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":1124,""g"":1,""humidity"":51.73,""nox"":1,""pm_10_0"":68.7,""pm_1_0"":35.9,""pm_2_5"":51.4,""pm_4_0"":63.2,""pressure"":997.5923,""r"":1,""state"":false,""temperature"":22.395,""timestamp"":""2026-08-12T07:14:30.000Z"",""voc"":364,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1344,""g"":1,""humidity"":53.9,""nox"":1,""pm_10_0"":143.9,""pm_1_0"":60.5,""pm_2_5"":99.5,""pm_4_0"":129.9,""pressure"":997.4856,""r"":1,""state"":false,""temperature"":23.235,""timestamp"":""2026-08-12T08:11:20.000Z"",""voc"":363,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1829,""g"":1,""humidity"":53.06,""nox"":1,""pm_10_0"":195.9,""pm_1_0"":80.1,""pm_2_5"":133.7,""pm_4_0"":176.2,""pressure"":997.5946,""r"":1,""state"":false,""temperature"":24.07,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":378,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1268,""g"":1,""humidity"":54.62,""nox"":1,""pm_10_0"":96.2,""pm_1_0"":47.5,""pm_2_5"":70.3,""pm_4_0"":88,""pressure"":997.4149,""r"":1,""state"":false,""temperature"":22.46,""timestamp"":""2026-08-12T07:39:20.000Z"",""voc"":382,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1862,""g"":1,""humidity"":51.28,""nox"":1,""pm_10_0"":166.1,""pm_1_0"":82.5,""pm_2_5"":122.2,""pm_4_0"":152.3,""pressure"":997.4936,""r"":1,""state"":false,""temperature"":24.33,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":367,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1803,""g"":1,""humidity"":50.46,""nox"":1,""pm_10_0"":169.8,""pm_1_0"":81.8,""pm_2_5"":123.4,""pm_4_0"":155.2,""pressure"":997.5073,""r"":1,""state"":false,""temperature"":24.515,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":366,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1808,""g"":1,""humidity"":53.51,""nox"":1,""pm_10_0"":176.6,""pm_1_0"":89.1,""pm_2_5"":130.3,""pm_4_0"":161.9,""pressure"":997.4864,""r"":1,""state"":false,""temperature"":24.08,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":412,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":1771,""g"":1,""humidity"":51.97,""nox"":1,""pm_10_0"":173.5,""pm_1_0"":82.6,""pm_2_5"":125.2,""pm_4_0"":158.2,""pressure"":997.3633,""r"":1,""state"":false,""temperature"":24.375,""timestamp"":""2026-08-12T08:21:40.000Z"",""voc"":405,""voc_quality"":""Extremely abnormal""}","{""b"":1,""brightness"":1,""co2"":316,""g"":1,""humidity"":63.84,""nox"":2,""pm_10_0"":17.5,""pm_1_0"":16.7,""pm_2_5"":17.5,""pm_4_0"":17.5,""pressure"":1000.199,""r"":1,""state"":false,""temperature"":28.825,""timestamp"":""2026-08-23T05:47:50.000Z"",""voc"":26,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":381,""g"":1,""humidity"":64.14,""nox"":2,""pm_10_0"":16.9,""pm_1_0"":16.1,""pm_2_5"":16.9,""pm_4_0"":16.9,""pressure"":1000.153,""r"":1,""state"":false,""temperature"":28.88,""timestamp"":""2026-08-23T05:47:50.000Z"",""voc"":25,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":388,""g"":1,""humidity"":63.08,""nox"":1,""pm_10_0"":17.3,""pm_1_0"":16.4,""pm_2_5"":17.3,""pm_4_0"":17.3,""pressure"":1000.05,""r"":1,""state"":false,""temperature"":29.425,""timestamp"":""2026-08-23T05:47:50.000Z"",""voc"":23,""voc_quality"":""Improved""}","{""b"":1,""brightness"":1,""co2"":277,""g"":1,""humidity"":64.23,""nox"":1,""pm_10_0"":17,""pm_1_0"":16.2,""pm_2_5"":17,""pm_4_0"":17,""pressure"":1000.505,""r"":1,""state"":false,""temperature"":28.665,""timestamp"":""2026-08-23T05:43:50.000Z"",""voc"":25,""voc_quality"":""Improved""}",,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,2026-08-23 13:48:00,0,1
